RUN_ID,MODEL_ID,PCS_DATE,EVALUATION_TYPE,N_CARS,IN_SAMPLE_MAE_THB,IN_SAMPLE_RMSE_THB,NEGATIVE_PREDICTION_COUNT,NEGATIVE_PREDICTION_PCT,ANY_OTHER_COUNT,ANY_OTHER_PCT,NOTE
20260920_011528,20260920_011528,2026-09-18,IN_SAMPLE_FULL_DATA_FIT,34848,309111.957976,990734.706113,1532,4.396235,25019,71.794651,IN-SAMPLE diagnostics only; do NOT compare directly with CV or test metrics.
