SOURCE_ROW_NUMBER,listing_id,brand,model,sub_model,model_year,raw_price,title,source_url,price,STATUS,REASON,GROUP_USED,GROUP_SIZE,GROUP_MEDIAN_PRICE,GROUP_LOG_MAD,PRICE_TO_MEDIAN_RATIO,MODIFIED_Z_SCORE
30448,19154159,Suzuki,Ciaz,GL,2018,฿1,2018 Suzuki Ciaz 1.2 (ปี 15-25) GL Sedan,https://www.one2car.com/en/for-sale/suzuki-ciaz-gl-bangkok-metropolitan-kanchanaphisek/19154159,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30556,19233493,Lamborghini,Urus,,2023,฿1,2023 Lamborghini Urus 4.0 (ปี 18-25) AWD SUV,https://www.one2car.com/en/for-sale/lamborghini-urus-bangkok-metropolitan-phaholyothin-bang-sue-chatuchak/19233493,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30577,19232711,Honda,CIVIC,E Navi,2008,฿1,2008 Honda CIVIC 1.8 FD (ปี 05-12) E Navi Sedan,https://www.one2car.com/en/for-sale/honda-civic-e-navi-bangkok-metropolitan-kanchanaphisek/19232711,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30579,19232688,Honda,CIVIC,E Navi,2008,฿1,2008 Honda CIVIC 1.8 FD (ปี 05-12) E Navi Sedan,https://www.one2car.com/en/for-sale/honda-civic-e-navi-bangkok-metropolitan-kanchanaphisek/19232688,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30638,19229429,Mitsubishi,AIRTREK,,2005,฿1,2005 Mitsubishi AIRTREK 2.0 (ปี 01-08) 4WD Wagon,https://www.one2car.com/en/for-sale/mitsubishi-airtrek-bangkok-metropolitan-kanchanaphisek/19229429,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30750,19220389,Toyota,VIOS,E,2018,฿1,2018 Toyota VIOS 1.5 (ปี 17-22) E Sedan,https://www.one2car.com/en/for-sale/toyota-vios-e-bangkok-metropolitan-min-buri/19220389,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30756,19197788,Honda,STEPWGN,Spada EL,2013,฿1,2013 Honda STEPWGN 2.0 (ปี 09-16) Spada EL Wagon,https://www.one2car.com/en/for-sale/honda-stepwgn-spada-el-bangkok-metropolitan-kanchanaphisek/19197788,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30778,19218567,Land Rover,DEFENDER,110 SE,2016,฿1,2016 Land Rover DEFENDER 2.2 (ปี 95-15) 110 SE 4WD SUV,https://www.one2car.com/en/for-sale/land-rover-defender-110-se-bangkok-metropolitan-pattanakarn-rama-ix/19218567,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30823,19141544,Isuzu,MU-X,Elegant,2022,฿1,2022 Isuzu MU-X 3.0 (ปี 20-26) Elegant SUV,https://www.one2car.com/en/for-sale/isuzu-mu-x-elegant-eastern-region-mueang-chonburi/19141544,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30996,19207099,Honda,CR-V,E,2013,฿1,2013 Honda CR-V 2.0 (ปี 12-16) E AWD SUV,https://www.one2car.com/en/for-sale/honda-cr-v-e-bangkok-metropolitan-kanchanaphisek/19207099,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
