RUN_ID,MODEL_ID,PCS_DATE,EVALUATION_TYPE,N_CARS,IN_SAMPLE_MAE_THB,IN_SAMPLE_RMSE_THB,NEGATIVE_PREDICTION_COUNT,NEGATIVE_PREDICTION_PCT,ANY_OTHER_COUNT,ANY_OTHER_PCT,NOTE
20260919_230223,20260919_230223,2026-09-18,IN_SAMPLE_FULL_DATA_FIT,34848,395451.532950,1078753.603043,2407,6.907140,27530,79.000230,IN-SAMPLE diagnostics only; do NOT compare directly with CV or test metrics.
