listing_id,brand,model,sub_model,model_year,mileage,ACTUAL_PRICE,PREDICTED_PRICE,ERROR_THB,ABS_ERROR,APE_PCT,PRICE_BAND,brand_MODEL_CATEGORY,brand_IS_OTHER,model_MODEL_CATEGORY,model_IS_OTHER,sub_model_MODEL_CATEGORY,sub_model_IS_OTHER,ANY_OTHER
19331224,Rolls-Royce,Cullinan,Black Badge,2021,34470,24000000.000000,11011571.287199,12988428.712801,12988428.712801,54.118453,>=3M,Rolls-Royce,False,__OTHER__,True,__OTHER__,True,True
19294882,Rolls-Royce,GHOST,Extended,2023,2500,23800000.000000,10988010.209733,12811989.790267,12811989.790267,53.831890,>=3M,Rolls-Royce,False,__OTHER__,True,__OTHER__,True,True
18693170,Ferrari,296,GTB,2023,2500,22200000.000000,9740154.362923,12459845.637077,12459845.637077,56.125431,>=3M,Ferrari,False,__OTHER__,True,__OTHER__,True,True
19273988,Ferrari,296,GTB,2024,2500,22000000.000000,9807360.985891,12192639.014109,12192639.014109,55.421086,>=3M,Ferrari,False,__OTHER__,True,__OTHER__,True,True
17122880,Lamborghini,HURACAN,STO,2021,7500,23900000.000000,11758094.417129,12141905.582871,12141905.582871,50.802952,>=3M,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19084234,Ferrari,296,GTB,2024,3893,21900000.000000,9806451.777459,12093548.222541,12093548.222541,55.221681,>=3M,Ferrari,False,__OTHER__,True,__OTHER__,True,True
17927788,Lamborghini,HURACAN,STO,2022,5000,23900000.000000,11826932.785309,12073067.214691,12073067.214691,50.514926,>=3M,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
16090628,Nissan,GT-R,T-Spec,2022,2500,15900000.000000,3932044.498661,11967955.501339,11967955.501339,75.270160,>=3M,Nissan,False,__OTHER__,True,__OTHER__,True,True
18261857,Porsche,911,GT3,2022,1600,19900000.000000,8185118.369067,11714881.630933,11714881.630933,58.868752,>=3M,Porsche,False,911,False,__OTHER__,True,True
14199977,Land Rover,RANGE ROVER,Autobiography P530,2023,17500,15999000.000000,4287149.861638,11711850.138362,11711850.138362,73.203639,>=3M,Land Rover,False,RANGE ROVER,False,__OTHER__,True,True
19186521,Lamborghini,HURACAN,EVO,2020,12500,1.000000,11687624.303736,-11687623.303736,11687623.303736,1168762330.373605,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
14571909,Porsche,911,GT3,2018,2500,18900000.000000,7270037.915883,11629962.084117,11629962.084117,61.534191,>=3M,Porsche,False,911,False,__OTHER__,True,True
10845434,Mercedes-Benz,SL55,4MATIC+,2022,2500,14790000.000000,3160347.923785,11629652.076215,11629652.076215,78.631860,>=3M,Mercedes-Benz,False,__OTHER__,True,__OTHER__,True,True
14498502,Lamborghini,HURACAN,STO,2023,2500,1.000000,11344042.234512,-11344041.234512,11344041.234512,1134404123.451231,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19045143,Lamborghini,HURACAN,Sterrato,2024,2500,1.000000,11324255.931445,-11324254.931445,11324254.931445,1132425493.144529,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18260974,Lamborghini,AVENTADOR,LP720-4 50th Anniversario,2015,7300,1.000000,11313569.650589,-11313568.650589,11313568.650589,1131356865.058868,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18513151,Lamborghini,HURACAN,EVO,2021,2500,1.000000,11302255.782360,-11302254.782360,11302254.782360,1130225478.235955,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18755417,Porsche,911,Turbo,1992,27500,17000000.000000,5781279.596265,11218720.403735,11218720.403735,65.992473,>=3M,Porsche,False,911,False,__OTHER__,True,True
19186692,Lamborghini,HURACAN,EVO,2023,7500,1.000000,11209995.196389,-11209994.196389,11209994.196389,1120999419.638927,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19157506,Lamborghini,HURACAN,EVO,2022,12500,1.000000,11184009.839224,-11184008.839224,11184008.839224,1118400883.922439,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
14924150,Lamborghini,HURACAN,STO,2021,17500,1.000000,11152939.716416,-11152938.716416,11152938.716416,1115293871.641606,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19144761,Lamborghini,HURACAN,EVO,2021,27500,1.000000,11146412.735568,-11146411.735568,11146411.735568,1114641173.556753,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18573555,Rolls-Royce,Cullinan,Black Badge,2022,7500,1.000000,11069543.529132,-11069542.529132,11069542.529132,1106954252.913246,<500k,Rolls-Royce,False,__OTHER__,True,__OTHER__,True,True
16433569,Lamborghini,HURACAN,EVO,2020,7500,1.000000,11052165.949147,-11052164.949147,11052164.949147,1105216494.914742,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18693360,Lamborghini,HURACAN,EVO,2020,27500,1.000000,11027901.761547,-11027900.761547,11027900.761547,1102790076.154734,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19103094,Lamborghini,HURACAN,EVO,2020,27500,1.000000,11027901.761547,-11027900.761547,11027900.761547,1102790076.154734,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18994804,Lamborghini,HURACAN,EVO,2021,2500,1.000000,11014075.769768,-11014074.769768,11014074.769768,1101407476.976804,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18795519,Rolls-Royce,GHOST,Black Badge,2023,12500,1.000000,10977217.691003,-10977216.691003,10977216.691003,1097721669.100281,<500k,Rolls-Royce,False,__OTHER__,True,__OTHER__,True,True
19336023,Porsche,911,Carrera GTS,2023,2500,18000000.000000,7104440.605394,10895559.394606,10895559.394606,60.530886,>=3M,Porsche,False,911,False,__OTHER__,True,True
18727030,Rolls-Royce,GHOST,,2023,7500,1.000000,10872661.662767,-10872660.662767,10872660.662767,1087266066.276676,<500k,Rolls-Royce,False,__OTHER__,True,__MISSING__,False,True
15198263,Mercedes-Benz,GT R,AMG,2018,12500,14900000.000000,4050197.790581,10849802.209419,10849802.209419,72.817464,>=3M,Mercedes-Benz,False,__OTHER__,True,__OTHER__,True,True
11676622,MCLAREN,GT,,2021,7500,1.000000,10842492.743198,-10842491.743198,10842491.743198,1084249174.319811,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
16512719,Rolls-Royce,PHANTOM,Extended,2019,12500,1.000000,10719601.425032,-10719600.425032,10719600.425032,1071960042.503224,<500k,Rolls-Royce,False,__OTHER__,True,__OTHER__,True,True
12688910,MCLAREN,720S,,2023,1000,1.000000,10531876.011316,-10531875.011316,10531875.011316,1053187501.131562,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
18779455,MCLAREN,720S,,2022,14000,1.000000,10456184.313244,-10456183.313244,10456183.313244,1045618331.324414,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
17275377,Lamborghini,HURACAN,Tecnica,2024,5000,21900000.000000,11502243.906053,10397756.093947,10397756.093947,47.478338,>=3M,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18873847,MCLAREN,720S,,2021,12500,1.000000,10389956.737403,-10389955.737403,10389955.737403,1038995573.740301,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
14626390,MCLAREN,720S,,2022,7500,1.000000,10367800.057012,-10367799.057012,10367799.057012,1036779905.701164,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
13182309,MCLAREN,720S,,2023,2500,1.000000,10351277.244369,-10351276.244369,10351276.244369,1035127624.436888,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
19086328,MCLAREN,720S,,2021,2500,1.000000,10303856.924468,-10303855.924468,10303855.924468,1030385592.446751,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
18818840,MCLAREN,765LT,,2021,7500,1.000000,10300593.434043,-10300592.434043,10300592.434043,1030059243.404324,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
12356702,MCLAREN,765LT,,2021,7500,1.000000,10300593.434043,-10300592.434043,10300592.434043,1030059243.404324,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
18713889,Bentley,Continental GT,,2023,2500,15900000.000000,5613138.175138,10286861.824862,10286861.824862,64.697244,>=3M,Bentley,False,__OTHER__,True,__MISSING__,False,True
18413407,MCLAREN,765LT,,2022,7500,1.000000,10269596.905073,-10269595.905073,10269595.905073,1026959590.507319,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
16513448,Mercedes-Benz,G63,AMG,2020,27500,12990000.000000,2743506.565385,10246493.434615,10246493.434615,78.879857,>=3M,Mercedes-Benz,False,__OTHER__,True,__OTHER__,True,True
19247923,MCLAREN,720S,,2023,13000,1.000000,10235863.621706,-10235862.621706,10235862.621706,1023586262.170588,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
10720184,Lamborghini,HURACAN,LP610-4 Spyder,2016,12500,1.000000,10232554.636619,-10232553.636619,10232553.636619,1023255363.661949,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
17976060,Ferrari,FF,,2012,27500,1.000000,10153064.396742,-10153063.396742,10153063.396742,1015306339.674213,<500k,Ferrari,False,__OTHER__,True,__MISSING__,False,True
18185196,Ferrari,Roma,,2022,12500,19900000.000000,9772295.942848,10127704.057152,10127704.057152,50.892985,>=3M,Ferrari,False,__OTHER__,True,__MISSING__,False,True
13356501,Land Rover,RANGE ROVER,P440e SE Plus,2024,2500,13990000.000000,3863079.247694,10126920.752306,10126920.752306,72.386853,>=3M,Land Rover,False,RANGE ROVER,False,__OTHER__,True,True
18817551,Maserati,MC20,,2023,2500,15900000.000000,5789968.817779,10110031.182221,10110031.182221,63.585102,>=3M,Maserati,False,__OTHER__,True,__MISSING__,False,True
19289665,Lamborghini,HURACAN,STO,2022,7500,21900000.000000,11825301.040097,10074698.959903,10074698.959903,46.003192,>=3M,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
18710585,Lamborghini,Urus,Performante,2025,2500,1.000000,10037681.149745,-10037680.149745,10037680.149745,1003768014.974471,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19283642,Porsche,911,GT3 RS,2018,17402,17900000.000000,7896148.332234,10003851.667766,10003851.667766,55.887439,>=3M,Porsche,False,911,False,__OTHER__,True,True
13426471,MCLAREN,Artura,,2022,2500,1.000000,9959844.771861,-9959843.771861,9959843.771861,995984377.186058,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
18291088,Ferrari,SF90 Stradale,,2023,2500,1.000000,9938881.255127,-9938880.255127,9938880.255127,993888025.512684,<500k,Ferrari,False,__OTHER__,True,__MISSING__,False,True
17003435,Ferrari,SF90 Stradale,,2023,2500,1.000000,9938881.255127,-9938880.255127,9938880.255127,993888025.512684,<500k,Ferrari,False,__OTHER__,True,__MISSING__,False,True
19246976,Ferrari,599,GTB Fiorano F1,2008,29000,1.000000,9899668.062948,-9899667.062948,9899667.062948,989966706.294758,<500k,Ferrari,False,__OTHER__,True,__OTHER__,True,True
18410188,Ferrari,F8,Tributo,2022,2500,1.000000,9892977.913754,-9892976.913754,9892976.913754,989297691.375440,<500k,Ferrari,False,__OTHER__,True,__OTHER__,True,True
17646472,Ferrari,SF90 Stradale,,2022,7500,1.000000,9868411.141734,-9868410.141734,9868410.141734,986841014.173417,<500k,Ferrari,False,__OTHER__,True,__MISSING__,False,True
16722126,Ferrari,Roma,,2023,2500,1.000000,9846029.546665,-9846028.546665,9846028.546665,984602854.666531,<500k,Ferrari,False,__OTHER__,True,__MISSING__,False,True
11307558,MCLAREN,570S,,2016,22500,1.000000,9815977.773709,-9815976.773709,9815976.773709,981597677.370851,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
19013235,Ferrari,SF90 Stradale,,2021,2500,1.000000,9804468.009190,-9804467.009190,9804467.009190,980446700.919003,<500k,Ferrari,False,__OTHER__,True,__MISSING__,False,True
14498590,Ferrari,F8,Tributo,2022,2500,1.000000,9791362.309004,-9791361.309004,9791361.309004,979136130.900399,<500k,Ferrari,False,__OTHER__,True,__OTHER__,True,True
18718055,MCLAREN,675LT,,2016,2500,1.000000,9788937.610257,-9788936.610257,9788936.610257,978893661.025681,<500k,MCLAREN,False,__OTHER__,True,__MISSING__,False,True
18073404,Lamborghini,Urus,Performante,2023,12500,1.000000,9788180.630187,-9788179.630187,9788179.630187,978817963.018734,<500k,Lamborghini,False,__OTHER__,True,__OTHER__,True,True
19010268,Ferrari,F8,Tributo,2022,7500,1.000000,9788098.818580,-9788097.818580,9788097.818580,978809781.857973,<500k,Ferrari,False,__OTHER__,True,__OTHER__,True,True
13841220,Ferrari,458,Italia,2012,2500,19900000.000000,10142258.037105,9757741.962895,9757741.962895,49.033879,>=3M,Ferrari,False,__OTHER__,True,__OTHER__,True,True
18950080,Lamborghini,Urus,,2020,22500,1.000000,9756128.736483,-9756127.736483,9756127.736483,975612773.648342,<500k,Lamborghini,False,__OTHER__,True,__MISSING__,False,True
18589594,Ferrari,296,GTB,2023,2500,1.000000,9740154.362923,-9740153.362923,9740153.362923,974015336.292297,<500k,Ferrari,False,__OTHER__,True,__OTHER__,True,True
18590753,Ferrari,488,Pista,2019,12500,1.000000,9731869.877171,-9731868.877171,9731868.877171,973186887.717108,<500k,Ferrari,False,__OTHER__,True,__OTHER__,True,True
