MODEL_ID,MODEL_NAME,TARGET_NAME,TRAIN_PCS_DATE,TRAIN_DATE,N_OBSERVATION,R_SQUARED,ADJ_R_SQUARED,MAE,RMSE,F_STATISTIC,F_P_VALUE,P_VALUE_THRESHOLD,CONFIDENCE_LEVEL,ACTIVE_FLAG,APPROVED_BY,APPROVED_DATE,PCS_DATE
20260920_085412,USED_CAR_OLS_RANK_1,price,2026-09-18,2026-09-20 08:54:12,34250,0.5165373244812755,0.5150647774537767,456889.75166186213,1110814.3397206399,350.7781516211631,0.0,0.05,0.95,,,,2026-09-18
20260920_085413,USED_CAR_OLS_RANK_2,price,2026-09-18,2026-09-20 08:54:12,34250,0.5141920204986604,0.5129120439725583,460649.6875532055,1111908.7922120397,401.7198831485895,0.0,0.05,0.95,,,,2026-09-18
20260920_085414,USED_CAR_OLS_RANK_3,price,2026-09-18,2026-09-20 08:54:12,34250,0.514276469729794,0.5128113047436219,455729.41664100083,1112120.2716009095,351.0024294761573,0.0,0.05,0.95,,,,2026-09-18
